Tanggal,Cabang,Nama Produk,Harga per Produk,Jumlah Terjual,is_weekday
2024-09-15,Cafe Perumahan Tebet,Cafe Latte,23000,46,False
2024-10-05,Cafe Perumahan Tebet,Cappuccino,22000,124,False
2024-10-25,Cafe Perumahan Tebet,Cafe Latte,23000,50,True
2024-10-17,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,56,True
2024-10-14,Cafe Mall Kokas,Cappuccino,22000,138,True
2024-09-21,Cafe Perumahan Cijantung,Americano,20000,138,False
2024-10-12,Cafe Perumahan Tebet,Americano,20000,108,False
2024-08-29,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,71,True
2024-09-24,Cafe Perumahan Cijantung,Americano,20000,97,True
2024-10-19,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,140,False
2024-10-23,Cafe Perumahan Cijantung,Cappuccino,22000,61,True
2024-10-09,Cafe Mall Kokas,Cappuccino,22000,291,True
2024-10-23,Cafe Mall Kokas,Cafe Latte,23000,192,True
2024-09-07,Cafe Kantor SCBD,Americano,20000,52,False
2024-10-13,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,150,False
2024-10-01,Cafe Kantor SCBD,Americano,20000,264,True
2024-10-25,Cafe Perumahan Cijantung,Milk Tea,21000,31,True
2024-09-09,Cafe Perumahan Cijantung,Cappuccino,22000,45,True
2024-09-29,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,88,False
2024-08-28,Cafe Mall Kokas,Cafe Latte,23000,120,True
2024-09-21,Cafe Perumahan Cijantung,Cappuccino,22000,138,False
2024-09-02,Cafe Perumahan Tebet,Cappuccino,22000,49,True
2024-10-02,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,81,True
2024-09-19,Cafe Kantor SCBD,Milk Tea,21000,195,True
2024-09-12,Cafe Kantor SCBD,Cafe Latte,23000,174,True
2024-09-25,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,279,True
2024-09-24,Cafe Kantor SCBD,Cappuccino,22000,267,True
2024-09-29,Cafe Kantor SCBD,Americano,20000,83,False
2024-09-21,Cafe Kantor SCBD,Cappuccino,22000,98,False
2024-10-23,Cafe Mall Kokas,Cappuccino,22000,102,True
2024-09-17,Cafe Mall Kokas,Americano,20000,90,True
2024-09-22,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,53,False
2024-10-13,Cafe Mall Kokas,Cappuccino,22000,80,False
2024-08-29,Cafe Perumahan Tebet,Cafe Latte,23000,23,True
2024-10-05,Cafe Mall Kokas,Cappuccino,22000,45,False
2024-09-30,Cafe Kantor SCBD,Milk Tea,21000,300,True
2024-09-30,Cafe Perumahan Cijantung,Milk Tea,21000,30,True
2024-10-18,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,54,True
2024-09-13,Cafe Perumahan Tebet,Milk Tea,21000,12,True
2024-09-30,Cafe Perumahan Tebet,Cappuccino,22000,35,True
2024-09-23,Cafe Mall Kokas,Cafe Latte,23000,72,True
2024-08-27,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,59,True
2024-09-13,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,279,True
2024-09-03,Cafe Mall Kokas,Cafe Latte,23000,162,True
2024-09-25,Cafe Perumahan Cijantung,Cappuccino,22000,22,True
2024-09-29,Cafe Perumahan Tebet,Cappuccino,22000,48,False
2024-09-12,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,30,True
2024-10-01,Cafe Perumahan Cijantung,Cafe Latte,23000,60,True
2024-09-01,Cafe Perumahan Tebet,Americano,20000,194,False
2024-09-06,Cafe Kantor SCBD,Milk Tea,21000,198,True
2024-09-12,Cafe Perumahan Cijantung,Cappuccino,22000,86,True
2024-10-07,Cafe Perumahan Cijantung,Cappuccino,22000,42,True
2024-10-14,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,297,True
2024-08-30,Cafe Mall Kokas,Milk Tea,21000,57,True
2024-10-19,Cafe Mall Kokas,Milk Tea,21000,14,False
2024-09-06,Cafe Perumahan Cijantung,Milk Tea,21000,23,True
2024-09-26,Cafe Perumahan Cijantung,Americano,20000,50,True
2024-09-26,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,57,True
2024-10-17,Cafe Kantor SCBD,Cappuccino,22000,201,True
2024-09-19,Cafe Perumahan Cijantung,Cafe Latte,23000,63,True
2024-10-23,Cafe Perumahan Tebet,Milk Tea,21000,28,True
2024-10-05,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,166,False
2024-10-13,Cafe Perumahan Cijantung,Cafe Latte,23000,192,False
2024-10-04,Cafe Perumahan Cijantung,Cafe Latte,23000,51,True
2024-09-04,Cafe Kantor SCBD,Cafe Latte,23000,201,True
2024-10-13,Cafe Mall Kokas,Milk Tea,21000,14,False
2024-10-21,Cafe Mall Kokas,Cafe Latte,23000,222,True
2024-09-24,Cafe Kantor SCBD,Americano,20000,210,True
2024-09-14,Cafe Kantor SCBD,Americano,20000,66,False
2024-09-08,Cafe Perumahan Tebet,Milk Tea,21000,96,False
2024-10-14,Cafe Perumahan Cijantung,Cappuccino,22000,14,True
2024-09-02,Cafe Kantor SCBD,Cafe Latte,23000,105,True
2024-08-30,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,83,True
2024-09-18,Cafe Mall Kokas,Milk Tea,21000,201,True
2024-09-24,Cafe Mall Kokas,Cappuccino,22000,213,True
2024-09-22,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,88,False
2024-09-09,Cafe Mall Kokas,Milk Tea,21000,96,True
2024-09-25,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,156,True
2024-09-14,Cafe Mall Kokas,Milk Tea,21000,57,False
2024-08-31,Cafe Kantor SCBD,Americano,20000,66,False
2024-10-15,Cafe Kantor SCBD,Cappuccino,22000,183,True
2024-10-25,Cafe Kantor SCBD,Cappuccino,22000,222,True
2024-10-15,Cafe Mall Kokas,Americano,20000,201,True
2024-09-14,Cafe Mall Kokas,Milk Tea,21000,47,False
2024-09-01,Cafe Perumahan Cijantung,Cappuccino,22000,30,False
2024-10-09,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,58,True
2024-09-17,Cafe Perumahan Cijantung,Cappuccino,22000,44,True
2024-10-08,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,66,True
2024-09-13,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,45,True
2024-10-03,Cafe Kantor SCBD,Milk Tea,21000,81,True
2024-10-24,Cafe Perumahan Cijantung,Cafe Latte,23000,85,True
2024-09-03,Cafe Perumahan Cijantung,Americano,20000,83,True
2024-10-22,Cafe Perumahan Tebet,Cappuccino,22000,84,True
2024-09-15,Cafe Perumahan Cijantung,Cafe Latte,23000,108,False
2024-08-30,Cafe Perumahan Tebet,Cafe Latte,23000,36,True
2024-09-30,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,85,True
2024-09-23,Cafe Kantor SCBD,Milk Tea,21000,192,True
2024-09-16,Cafe Mall Kokas,Americano,20000,174,True
2024-10-18,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,144,True
2024-09-19,Cafe Kantor SCBD,Americano,20000,222,True
2024-10-17,Cafe Mall Kokas,Americano,20000,63,True
2024-09-01,Cafe Perumahan Tebet,Milk Tea,21000,36,False
2024-10-14,Cafe Perumahan Cijantung,Cappuccino,22000,70,True
2024-09-03,Cafe Perumahan Tebet,Cappuccino,22000,94,True
2024-09-27,Cafe Perumahan Cijantung,Milk Tea,21000,71,True
2024-10-11,Cafe Mall Kokas,Americano,20000,105,True
2024-10-05,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,26,False
2024-09-24,Cafe Mall Kokas,Cappuccino,22000,75,True
2024-10-16,Cafe Kantor SCBD,Milk Tea,21000,252,True
2024-09-28,Cafe Perumahan Tebet,Americano,20000,176,False
2024-10-22,Cafe Mall Kokas,Americano,20000,258,True
2024-10-17,Cafe Perumahan Cijantung,Cappuccino,22000,18,True
2024-09-28,Cafe Perumahan Cijantung,Americano,20000,100,False
2024-10-08,Cafe Mall Kokas,Americano,20000,279,True
2024-10-17,Cafe Mall Kokas,Americano,20000,99,True
2024-10-18,Cafe Kantor SCBD,Americano,20000,132,True
2024-10-04,Cafe Perumahan Cijantung,Cappuccino,22000,97,True
2024-10-06,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,45,False
2024-10-24,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,49,True
2024-08-27,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,94,True
2024-09-20,Cafe Mall Kokas,Cappuccino,22000,231,True
2024-10-08,Cafe Perumahan Cijantung,Cafe Latte,23000,46,True
2024-10-09,Cafe Kantor SCBD,Cappuccino,22000,186,True
2024-10-10,Cafe Perumahan Cijantung,Cafe Latte,23000,67,True
2024-09-16,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,67,True
2024-10-18,Cafe Kantor SCBD,Americano,20000,267,True
2024-09-16,Cafe Perumahan Tebet,Milk Tea,21000,11,True
2024-09-04,Cafe Perumahan Cijantung,Milk Tea,21000,37,True
2024-09-19,Cafe Perumahan Cijantung,Americano,20000,98,True
2024-09-04,Cafe Perumahan Tebet,Milk Tea,21000,32,True
2024-09-21,Cafe Kantor SCBD,Americano,20000,51,False
2024-10-25,Cafe Perumahan Tebet,Milk Tea,21000,73,True
2024-10-01,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,32,True
2024-10-03,Cafe Mall Kokas,Cappuccino,22000,255,True
2024-10-20,Cafe Perumahan Cijantung,Americano,20000,94,False
2024-09-21,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,100,False
2024-09-30,Cafe Perumahan Tebet,Americano,20000,43,True
2024-10-02,Cafe Perumahan Cijantung,Cafe Latte,23000,56,True
2024-08-31,Cafe Perumahan Tebet,Americano,20000,166,False
2024-09-03,Cafe Perumahan Cijantung,Cappuccino,22000,89,True
2024-10-04,Cafe Perumahan Tebet,Milk Tea,21000,78,True
2024-09-15,Cafe Perumahan Tebet,Cafe Latte,23000,70,False
2024-10-07,Cafe Perumahan Cijantung,Cappuccino,22000,17,True
2024-10-09,Cafe Perumahan Tebet,Cappuccino,22000,46,True
2024-09-13,Cafe Kantor SCBD,Cappuccino,22000,141,True
2024-09-16,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,92,True
2024-09-14,Cafe Mall Kokas,Cafe Latte,23000,87,False
2024-08-30,Cafe Perumahan Cijantung,Milk Tea,21000,42,True
2024-08-28,Cafe Perumahan Tebet,Cafe Latte,23000,26,True
2024-10-23,Cafe Perumahan Cijantung,Americano,20000,88,True
2024-08-29,Cafe Mall Kokas,Cappuccino,22000,267,True
2024-10-04,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,33,True
2024-09-05,Cafe Perumahan Cijantung,Milk Tea,21000,10,True
2024-10-18,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,258,True
2024-10-21,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,99,True
2024-10-02,Cafe Perumahan Tebet,Cappuccino,22000,64,True
2024-09-21,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,106,False
2024-09-15,Cafe Perumahan Cijantung,Milk Tea,21000,144,False
2024-10-14,Cafe Perumahan Tebet,Cafe Latte,23000,95,True
2024-09-12,Cafe Mall Kokas,Milk Tea,21000,129,True
2024-09-14,Cafe Perumahan Cijantung,Cappuccino,22000,150,False
2024-08-27,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,44,True
2024-08-28,Cafe Kantor SCBD,Americano,20000,294,True
2024-08-27,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,25,True
2024-09-11,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,198,True
2024-08-31,Cafe Kantor SCBD,Americano,20000,74,False
2024-10-06,Cafe Perumahan Tebet,Cappuccino,22000,86,False
2024-10-10,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,246,True
2024-10-14,Cafe Perumahan Cijantung,Americano,20000,60,True
2024-10-24,Cafe Mall Kokas,Cappuccino,22000,87,True
2024-09-14,Cafe Perumahan Tebet,Milk Tea,21000,70,False
2024-09-10,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,32,True
2024-10-16,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,63,True
2024-09-10,Cafe Perumahan Tebet,Milk Tea,21000,38,True
2024-09-02,Cafe Perumahan Tebet,Cafe Latte,23000,77,True
2024-09-13,Cafe Kantor SCBD,Americano,20000,273,True
2024-10-16,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,162,True
2024-10-09,Cafe Perumahan Cijantung,Milk Tea,21000,65,True
2024-10-21,Cafe Perumahan Cijantung,Cappuccino,22000,80,True
2024-09-20,Cafe Perumahan Cijantung,Milk Tea,21000,93,True
2024-09-24,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,74,True
2024-09-16,Cafe Perumahan Cijantung,Americano,20000,38,True
2024-09-03,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,108,True
2024-08-30,Cafe Mall Kokas,Americano,20000,87,True
2024-10-08,Cafe Kantor SCBD,Cafe Latte,23000,45,True
2024-10-10,Cafe Mall Kokas,Americano,20000,243,True
2024-08-30,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,86,True
2024-10-22,Cafe Perumahan Tebet,Cappuccino,22000,29,True
2024-09-02,Cafe Perumahan Cijantung,Milk Tea,21000,90,True
2024-09-24,Cafe Mall Kokas,Milk Tea,21000,114,True
2024-10-02,Cafe Perumahan Cijantung,Cafe Latte,23000,79,True
2024-10-07,Cafe Perumahan Cijantung,Cappuccino,22000,40,True
2024-10-01,Cafe Perumahan Cijantung,Cappuccino,22000,45,True
2024-09-03,Cafe Mall Kokas,Americano,20000,273,True
2024-09-07,Cafe Perumahan Tebet,Cafe Latte,23000,136,False
2024-08-28,Cafe Perumahan Tebet,Milk Tea,21000,59,True
2024-09-08,Cafe Kantor SCBD,Cafe Latte,23000,57,False
2024-10-18,Cafe Mall Kokas,Milk Tea,21000,165,True
2024-08-30,Cafe Perumahan Cijantung,Milk Tea,21000,87,True
2024-09-24,Cafe Perumahan Cijantung,Milk Tea,21000,23,True
2024-10-06,Cafe Perumahan Cijantung,Cappuccino,22000,78,False
2024-09-17,Cafe Mall Kokas,Cappuccino,22000,222,True
2024-09-24,Cafe Perumahan Cijantung,Milk Tea,21000,83,True
2024-10-03,Cafe Kantor SCBD,Milk Tea,21000,135,True
2024-09-19,Cafe Perumahan Cijantung,Americano,20000,62,True
2024-10-16,Cafe Mall Kokas,Cafe Latte,23000,126,True
2024-09-09,Cafe Perumahan Cijantung,Cafe Latte,23000,53,True
2024-10-17,Cafe Mall Kokas,Americano,20000,114,True
2024-10-14,Cafe Perumahan Cijantung,Cafe Latte,23000,15,True
2024-09-07,Cafe Perumahan Cijantung,Milk Tea,21000,176,False
2024-09-22,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,21,False
2024-09-28,Cafe Kantor SCBD,Cappuccino,22000,79,False
2024-10-18,Cafe Perumahan Tebet,Americano,20000,30,True
2024-09-28,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,15,False
2024-09-29,Cafe Kantor SCBD,Cappuccino,22000,82,False
2024-10-21,Cafe Kantor SCBD,Americano,20000,198,True
2024-08-27,Cafe Kantor SCBD,Milk Tea,21000,222,True
2024-10-09,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,99,True
2024-09-05,Cafe Perumahan Cijantung,Cappuccino,22000,96,True
2024-09-13,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,219,True
2024-08-31,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,75,False
2024-10-09,Cafe Mall Kokas,Milk Tea,21000,177,True
2024-09-20,Cafe Kantor SCBD,Milk Tea,21000,291,True
2024-09-07,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,156,False
2024-09-30,Cafe Perumahan Cijantung,Milk Tea,21000,51,True
2024-09-02,Cafe Mall Kokas,Cafe Latte,23000,240,True
2024-09-05,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,54,True
2024-09-19,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,108,True
2024-09-13,Cafe Mall Kokas,Milk Tea,21000,129,True
2024-09-06,Cafe Perumahan Cijantung,Americano,20000,29,True
2024-10-17,Cafe Mall Kokas,Cappuccino,22000,144,True
2024-08-30,Cafe Perumahan Cijantung,Cafe Latte,23000,52,True
2024-10-03,Cafe Perumahan Cijantung,Milk Tea,21000,71,True
2024-09-03,Cafe Perumahan Cijantung,Milk Tea,21000,70,True
2024-09-17,Cafe Mall Kokas,Milk Tea,21000,147,True
2024-09-29,Cafe Kantor SCBD,Milk Tea,21000,84,False
2024-09-01,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,62,False
2024-10-05,Cafe Mall Kokas,Cafe Latte,23000,58,False
2024-09-23,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,77,True
2024-09-25,Cafe Mall Kokas,Americano,20000,165,True
2024-10-04,Cafe Mall Kokas,Milk Tea,21000,243,True
2024-09-07,Cafe Perumahan Tebet,Cappuccino,22000,170,False
2024-09-17,Cafe Perumahan Tebet,Cafe Latte,23000,59,True
2024-10-18,Cafe Perumahan Cijantung,Milk Tea,21000,13,True
2024-09-10,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,84,True
2024-10-09,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,62,True
2024-10-17,Cafe Perumahan Tebet,Americano,20000,46,True
2024-10-12,Cafe Kantor SCBD,Milk Tea,21000,18,False
2024-09-19,Cafe Perumahan Cijantung,Americano,20000,44,True
2024-09-19,Cafe Perumahan Tebet,Cappuccino,22000,51,True
2024-09-20,Cafe Kantor SCBD,Cappuccino,22000,174,True
2024-10-12,Cafe Mall Kokas,Americano,20000,78,False
2024-09-02,Cafe Mall Kokas,Cappuccino,22000,132,True
2024-09-11,Cafe Mall Kokas,Cafe Latte,23000,81,True
2024-09-30,Cafe Perumahan Cijantung,Milk Tea,21000,43,True
2024-09-21,Cafe Perumahan Cijantung,Milk Tea,21000,40,False
2024-09-17,Cafe Perumahan Cijantung,Milk Tea,21000,20,True
2024-10-23,Cafe Perumahan Cijantung,Cappuccino,22000,31,True
2024-09-23,Cafe Mall Kokas,Cappuccino,22000,123,True
2024-09-28,Cafe Mall Kokas,Americano,20000,38,False
2024-10-24,Cafe Kantor SCBD,Cafe Latte,23000,114,True
2024-08-28,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,41,True
2024-09-14,Cafe Perumahan Tebet,Cafe Latte,23000,186,False
2024-10-22,Cafe Perumahan Cijantung,Americano,20000,47,True
2024-10-24,Cafe Kantor SCBD,Americano,20000,123,True
2024-09-14,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,95,False
2024-10-20,Cafe Mall Kokas,Milk Tea,21000,89,False
2024-09-18,Cafe Perumahan Tebet,Milk Tea,21000,45,True
2024-10-19,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,70,False
2024-09-20,Cafe Kantor SCBD,Americano,20000,36,True
2024-10-02,Cafe Kantor SCBD,Cafe Latte,23000,108,True
2024-08-28,Cafe Perumahan Tebet,Milk Tea,21000,82,True
2024-08-29,Cafe Kantor SCBD,Milk Tea,21000,30,True
2024-09-15,Cafe Perumahan Tebet,Milk Tea,21000,42,False
2024-10-17,Cafe Perumahan Tebet,Milk Tea,21000,38,True
2024-09-16,Cafe Kantor SCBD,Milk Tea,21000,123,True
2024-09-01,Cafe Mall Kokas,Americano,20000,76,False
2024-09-18,Cafe Perumahan Cijantung,Americano,20000,85,True
2024-09-09,Cafe Perumahan Tebet,Cafe Latte,23000,18,True
2024-10-08,Cafe Perumahan Tebet,Americano,20000,45,True
2024-09-26,Cafe Kantor SCBD,Cafe Latte,23000,246,True
2024-09-12,Cafe Kantor SCBD,Milk Tea,21000,129,True
2024-08-30,Cafe Perumahan Cijantung,Cafe Latte,23000,21,True
2024-10-02,Cafe Mall Kokas,Americano,20000,33,True
2024-10-23,Cafe Perumahan Tebet,Milk Tea,21000,62,True
2024-10-18,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,54,True
2024-10-16,Cafe Mall Kokas,Americano,20000,207,True
2024-10-16,Cafe Perumahan Tebet,Cappuccino,22000,20,True
2024-09-18,Cafe Perumahan Cijantung,Milk Tea,21000,58,True
2024-10-03,Cafe Perumahan Tebet,Cafe Latte,23000,78,True
2024-10-04,Cafe Mall Kokas,Milk Tea,21000,210,True
2024-10-25,Cafe Perumahan Cijantung,Milk Tea,21000,42,True
2024-09-10,Cafe Mall Kokas,Milk Tea,21000,78,True
2024-09-04,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,93,True
2024-08-31,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,20,False
2024-08-27,Cafe Mall Kokas,Cappuccino,22000,237,True
2024-09-09,Cafe Mall Kokas,Americano,20000,138,True
2024-08-27,Cafe Perumahan Tebet,Cafe Latte,23000,70,True
2024-09-16,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,12,True
2024-10-18,Cafe Perumahan Tebet,Milk Tea,21000,84,True
2024-10-14,Cafe Perumahan Tebet,Americano,20000,34,True
2024-10-10,Cafe Perumahan Cijantung,Cappuccino,22000,18,True
2024-10-20,Cafe Mall Kokas,Cappuccino,22000,49,False
2024-10-06,Cafe Perumahan Cijantung,Milk Tea,21000,78,False
2024-10-14,Cafe Kantor SCBD,Cafe Latte,23000,252,True
2024-09-04,Cafe Perumahan Cijantung,Cafe Latte,23000,66,True
2024-08-27,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,84,True
2024-09-02,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,285,True
2024-10-15,Cafe Mall Kokas,Cafe Latte,23000,219,True
2024-09-06,Cafe Kantor SCBD,Milk Tea,21000,126,True
2024-09-05,Cafe Perumahan Tebet,Cappuccino,22000,87,True
2024-10-24,Cafe Kantor SCBD,Cafe Latte,23000,219,True
2024-08-28,Cafe Mall Kokas,Americano,20000,78,True
2024-09-25,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,80,True
2024-09-27,Cafe Kantor SCBD,Americano,20000,192,True
2024-09-30,Cafe Perumahan Tebet,Cafe Latte,23000,91,True
2024-10-20,Cafe Perumahan Cijantung,Americano,20000,20,False
2024-09-05,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,96,True
2024-09-22,Cafe Mall Kokas,Cappuccino,22000,35,False
2024-09-16,Cafe Mall Kokas,Cafe Latte,23000,90,True
2024-09-07,Cafe Perumahan Cijantung,Cafe Latte,23000,72,False
2024-09-30,Cafe Mall Kokas,Milk Tea,21000,141,True
2024-09-20,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,60,True
2024-09-03,Cafe Perumahan Tebet,Americano,20000,47,True
2024-10-08,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,114,True
2024-09-15,Cafe Perumahan Cijantung,Americano,20000,106,False
2024-09-02,Cafe Kantor SCBD,Kopi Susu Gula Aren,25000,261,True
2024-09-14,Cafe Perumahan Tebet,Americano,20000,104,False
2024-09-25,Cafe Perumahan Cijantung,Cafe Latte,23000,50,True
2024-09-01,Cafe Kantor SCBD,Cafe Latte,23000,44,False
2024-09-03,Cafe Kantor SCBD,Cappuccino,22000,207,True
2024-09-10,Cafe Mall Kokas,Cappuccino,22000,219,True
2024-10-06,Cafe Mall Kokas,Cappuccino,22000,37,False
2024-10-01,Cafe Perumahan Tebet,Cappuccino,22000,78,True
2024-09-29,Cafe Perumahan Tebet,Americano,20000,198,False
2024-10-10,Cafe Perumahan Tebet,Americano,20000,76,True
2024-09-24,Cafe Perumahan Tebet,Americano,20000,53,True
2024-09-17,Cafe Perumahan Cijantung,Cappuccino,22000,72,True
2024-09-04,Cafe Perumahan Tebet,Americano,20000,14,True
2024-10-18,Cafe Perumahan Cijantung,Cafe Latte,23000,53,True
2024-09-01,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,106,False
2024-09-14,Cafe Perumahan Tebet,Cappuccino,22000,36,False
2024-10-22,Cafe Mall Kokas,Cafe Latte,23000,138,True
2024-10-17,Cafe Kantor SCBD,Cappuccino,22000,105,True
2024-08-28,Cafe Perumahan Tebet,Milk Tea,21000,94,True
2024-09-10,Cafe Perumahan Tebet,Cappuccino,22000,63,True
2024-09-30,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,63,True
2024-10-03,Cafe Kantor SCBD,Milk Tea,21000,168,True
2024-08-27,Cafe Kantor SCBD,Milk Tea,21000,183,True
2024-10-23,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,258,True
2024-10-08,Cafe Mall Kokas,Milk Tea,21000,204,True
2024-09-02,Cafe Kantor SCBD,Cafe Latte,23000,99,True
2024-10-04,Cafe Perumahan Tebet,Cappuccino,22000,35,True
2024-09-29,Cafe Perumahan Cijantung,Cafe Latte,23000,172,False
2024-10-01,Cafe Perumahan Cijantung,Milk Tea,21000,18,True
2024-09-20,Cafe Perumahan Cijantung,Cafe Latte,23000,24,True
2024-09-24,Cafe Kantor SCBD,Milk Tea,21000,156,True
2024-10-04,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,255,True
2024-09-03,Cafe Kantor SCBD,Milk Tea,21000,156,True
2024-09-15,Cafe Perumahan Tebet,Cafe Latte,23000,76,False
2024-10-08,Cafe Perumahan Tebet,Cappuccino,22000,15,True
2024-09-09,Cafe Mall Kokas,Cafe Latte,23000,192,True
2024-10-05,Cafe Perumahan Tebet,Cafe Latte,23000,82,False
2024-10-23,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,50,True
2024-08-31,Cafe Mall Kokas,Milk Tea,21000,24,False
2024-09-24,Cafe Kantor SCBD,Cappuccino,22000,168,True
2024-10-21,Cafe Perumahan Cijantung,Americano,20000,55,True
2024-10-06,Cafe Mall Kokas,Americano,20000,63,False
2024-10-22,Cafe Kantor SCBD,Americano,20000,87,True
2024-10-17,Cafe Perumahan Tebet,Milk Tea,21000,87,True
2024-09-22,Cafe Perumahan Cijantung,Milk Tea,21000,90,False
2024-09-27,Cafe Kantor SCBD,Cafe Latte,23000,171,True
2024-09-12,Cafe Mall Kokas,Americano,20000,201,True
2024-10-06,Cafe Mall Kokas,Cappuccino,22000,76,False
2024-10-25,Cafe Perumahan Cijantung,Cafe Latte,23000,58,True
2024-10-17,Cafe Kantor SCBD,Cafe Latte,23000,63,True
2024-10-17,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,297,True
2024-09-19,Cafe Perumahan Cijantung,Kopi Susu Gula Aren,25000,19,True
2024-09-06,Cafe Mall Kokas,Americano,20000,39,True
2024-10-10,Cafe Perumahan Cijantung,Cafe Latte,23000,12,True
2024-09-12,Cafe Perumahan Tebet,Kopi Susu Gula Aren,25000,36,True
2024-10-02,Cafe Mall Kokas,Americano,20000,153,True
2024-09-07,Cafe Kantor SCBD,Americano,20000,46,False
2024-09-29,Cafe Kantor SCBD,Cafe Latte,23000,77,False
2024-09-02,Cafe Kantor SCBD,Americano,20000,45,True
2024-09-04,Cafe Mall Kokas,Cappuccino,22000,270,True
2024-09-01,Cafe Kantor SCBD,Milk Tea,21000,49,False
2024-08-28,Cafe Mall Kokas,Kopi Susu Gula Aren,25000,186,True
2024-09-15,Cafe Perumahan Tebet,Cappuccino,22000,172,False
2024-09-11,Cafe Kantor SCBD,Americano,20000,57,True
2024-10-23,Cafe Kantor SCBD,Cappuccino,22000,108,True
2024-09-12,Cafe Mall Kokas,Cafe Latte,23000,156,True
